ts_code,name,industry,industry_l1,industry_l2,area,close,pct_chg,pe,pb,total_mv,revenue,gross_profit,gpr,net_profit,npm,list_date,ytd_2024,ytd_2025,ytd_2026
601877.SH,正泰电器,电网设备,电力设备,电网设备,浙江,32.89,-0.78,17.93,3.53,706.81,591.45,153.79,26.0,45.01,10.36,2010-01-21,44.78,34.03,2.9
600292.SH,电投水电,环境治理,环保,环境治理,重庆,16.11,0.19,23.45,1.45,705.62,121.52,36.77,30.26,5.32,8.55,2000-11-01,125.37,6.79,8.02
600039.SH,四川路桥,基础建设,建筑装饰,基础建设,四川,8.1,0.5,-18.59,-10.20,704.38,1151.11,165.26,14.36,72.97,6.48,2003-03-25,29.17,26.02,-15.22
301526.SZ,国际复材,玻璃玻纤,建筑材料,玻璃玻纤,重庆,18.6,-3.13,165.71,16.83,701.41,86.58,16.23,18.74,2.72,3.32,2023-12-26,306.86,515.56,197.49
002128.SZ,电投能源,煤炭开采,煤炭,煤炭开采,内蒙,31.18,-0.45,12.93,-3.23,699.06,301.15,110.93,36.83,54.19,21.68,2007-04-18,171.19,88.03,17.44
600845.SH,宝信软件,IT服务Ⅱ,计算机,IT服务Ⅱ,上海,24.34,1.5,17.53,7.22,698.8,109.72,34.77,31.69,13.05,12.33,1994-03-11,-46.09,-24.14,-0.87
688331.SH,荣昌生物,生物制品,医药生物,生物制品,山东,123.9,-4.69,59.27,-7.95,698.8,32.51,28.38,87.28,7.1,21.83,2022-03-31,,,
000933.SZ,神火股份,工业金属,有色金属,工业金属,河南,31.0,-2.36,12.85,-3.82,697.19,412.41,96.33,23.36,40.05,11.07,1999-08-31,107.06,94.55,9.3
688047.SH,龙芯中科,半导体,电子,半导体,北京,173.82,-5.25,31.57,11.70,697.02,6.35,2.99,47.06,,,2022-06-24,,,
688120.SH,华海清科,半导体,电子,半导体,天津,195.94,-2.34,30.56,0.77,693.63,46.48,19.44,41.81,10.84,23.31,2022-06-08,191.87,130.67,56.34
600221.SH,海航控股,航空机场,交通运输,航空机场,海南,1.6,5.26,-11.60,11.89,691.46,684.71,52.58,7.68,19.8,2.87,1999-11-25,10.95,-8.98,-14.61
000039.SZ,中集集团,通用设备,机械设备,通用设备,深圳,12.81,-3.03,26.96,13.36,690.84,1566.11,194.95,12.45,2.21,0.85,1994-04-08,41.6,46.56,5.26
002595.SZ,豪迈科技,专用设备,机械设备,专用设备,山东,86.27,-1.24,2.08,-1.47,690.16,110.78,37.18,33.56,23.93,21.62,2011-06-28,179.46,59.86,-9.24
601808.SH,中海油服,石油开采,石油开采,,天津,14.42,-0.07,2.71,-4.44,688.12,502.82,87.42,17.39,38.42,8.07,,-8.96,-11.49,-7.43
688110.SH,东芯股份,半导体,电子,半导体,上海,154.83,-0.39,17.88,17.52,684.35,9.21,2.26,24.51,,,2021-12-10,282.6,408.01,-3.79
688002.SH,睿创微纳,军工电子Ⅱ,国防军工,军工电子Ⅱ,山东,147.26,0.2,46.09,0.89,683.29,63.04,33.11,52.51,11.25,15.72,2019-07-22,180.69,165.24,22.4
000768.SZ,中航西飞,航空装备Ⅱ,国防军工,航空装备Ⅱ,陕西,24.45,4.22,-3.66,4.00,679.95,410.14,27.8,6.78,11.51,2.81,1997-06-26,-0.72,-16.67,-14.87
600009.SH,上海机场,航空机场,交通运输,航空机场,上海,27.19,-0.26,-17.00,0.15,676.49,133.46,36.72,27.51,21.17,18.06,1998-02-18,-21.02,-24.27,-24.04
601958.SH,金钼股份,小金属,有色金属,小金属,陕西,20.96,0.34,34.53,12.75,676.38,138.34,56.9,41.13,31.55,25.36,2008-04-17,165.75,142.93,45.45
300418.SZ,昆仑万维,游戏Ⅱ,传媒,游戏Ⅱ,北京,53.83,-1.9,29.09,8.53,675.57,81.98,56.25,68.61,,,2015-01-21,23.19,21.04,2.79
002074.SZ,国轩高科,电池,电力设备,电池,安徽,37.23,-2.41,-4.81,-4.64,675.35,450.7,72.9,16.17,23.83,5.08,2006-10-18,56.62,60.48,-19.14
688172.SH,燕东微,半导体,电子,半导体,北京,47.23,-3.34,63.20,19.48,674.44,18.33,1.22,6.66,,,2022-12-16,255.56,229.27,96.18
000157.SZ,中联重科,工程机械,机械设备,工程机械,湖南,7.78,-3.47,-7.71,-3.83,672.89,521.07,146.1,28.04,48.58,9.8,2000-10-12,24.27,11.08,-14.96
300395.SZ,菲利华,航空装备Ⅱ,国防军工,航空装备Ⅱ,湖北,128.66,0.11,28.28,20.14,671.61,20.16,9.55,47.38,4.43,21.15,2014-09-10,218.74,223.0,13.51
300058.SZ,蓝色光标,广告营销,传媒,广告营销,北京,18.69,-3.16,62.24,11.98,670.97,686.93,18.09,2.63,2.25,0.32,2010-02-26,254.66,185.08,29.96
603083.SH,剑桥科技,通信设备,通信,通信设备,上海,189.84,3.13,41.27,22.33,670.14,48.23,10.76,22.31,2.63,4.61,2017-11-10,410.62,386.79,44.12
688361.SH,中科飞测,半导体,电子,半导体,深圳,191.3,-3.38,25.04,3.30,669.55,20.53,10.25,49.93,0.59,2.86,2023-05-19,182.53,142.05,22.46
688249.SH,晶合集成,半导体,电子,半导体,安徽,33.28,-2.29,0.27,5.95,668.26,108.85,27.78,25.52,7.04,4.29,2023-05-05,146.93,90.07,23.56
688187.SH,时代电气,轨交设备Ⅱ,机械设备,轨交设备Ⅱ,湖南,48.86,-1.35,-4.74,0.89,663.52,287.03,95.96,33.43,40.97,15.01,2021-09-07,72.29,27.77,13.58
000960.SZ,锡业股份,小金属,有色金属,小金属,云南,40.29,0.72,46.40,16.18,662.77,435.35,49.52,11.37,19.66,4.85,2000-02-21,190.38,195.63,40.62
600196.SH,复星医药,化学制药,医药生物,化学制药,上海,24.82,0.36,-6.30,-1.90,662.69,416.62,208.62,50.07,33.71,10.2,1998-08-07,-5.29,-4.62,-15.69
600372.SH,中航机载,航空装备Ⅱ,国防军工,航空装备Ⅱ,北京,13.66,3.02,1.79,5.65,661.01,242.12,69.49,28.7,10.67,5.55,2001-07-06,-11.76,-3.55,-16.05
688036.SH,传音控股,消费电子,电子,消费电子,深圳,57.42,-0.26,-13.21,-2.16,660.9,655.91,125.61,19.15,25.81,3.97,2019-09-30,-29.87,-30.97,-7.1
002049.SZ,紫光国微,半导体,电子,半导体,河北,77.36,-2.09,-1.84,3.94,657.56,61.46,34.15,55.56,14.37,23.37,2005-06-06,17.39,26.25,-11.74
001391.SZ,国货航,物流,交通运输,物流,北京,5.34,2.3,-9.80,2.89,651.96,228.78,39.01,17.05,25.85,11.3,2024-12-30,-43.26,-39.25,-12.08
300223.SZ,北京君正,半导体,电子,半导体,北京,133.88,-2.53,26.25,7.95,646.64,47.41,16.16,34.09,3.76,7.92,2011-05-31,129.18,124.89,24.73
001965.SZ,招商公路,铁路公路,交通运输,铁路公路,天津,9.5,0.0,-5.75,0.21,645.52,133.6,39.85,29.83,46.1,38.22,2017-12-25,9.63,-22.9,0.6
300620.SZ,光库科技,通信设备,通信,通信设备,广东,259.1,-0.27,76.20,8.55,645.16,14.74,5.11,34.66,1.77,12.24,2017-03-10,535.03,465.79,83.95
688777.SH,中控技术,自动化设备,机械设备,自动化设备,浙江,81.44,-1.38,65.06,6.67,644.19,80.73,25.2,31.22,4.41,5.68,2020-11-24,104.46,82.56,76.67
600580.SH,卧龙电驱,电机Ⅱ,电力设备,电机Ⅱ,浙江,41.06,3.87,-16.07,12.22,641.36,154.54,39.2,25.37,11.26,7.37,2002-06-06,327.83,185.44,-16.44
002414.SZ,高德红外,军工电子Ⅱ,国防军工,军工电子Ⅱ,湖北,15.01,-0.79,2.32,4.53,641.08,46.19,26.02,56.33,6.86,14.86,2010-07-16,78.86,82.79,-19.7
002738.SZ,中矿资源,小金属,有色金属,小金属,北京,88.88,1.0,13.15,6.43,640.82,65.45,16.66,25.45,4.58,7.02,2014-12-30,76.62,79.92,-27.26
300866.SZ,安克创新,消费电子,电子,消费电子,湖南,119.5,-2.04,4.47,0.68,640.52,305.14,137.51,45.07,25.45,8.58,2020-08-24,107.41,37.05,8.49
600219.SH,南山铝业,工业金属,有色金属,工业金属,山东,5.56,0.72,3.35,5.10,638.51,346.2,87.23,25.2,47.36,16.77,1999-12-23,132.4,54.96,-2.13
300919.SZ,中伟新材,电池,电力设备,电池,贵州,60.94,-4.15,31.53,0.00,634.99,481.4,59.4,12.34,15.67,3.35,2020-12-23,58.07,51.63,11.25
600096.SH,云天化,农化制品,基础化工,农化制品,云南,34.77,-0.94,4.07,-2.47,633.86,484.15,97.86,20.21,51.56,11.36,1997-07-09,158.31,61.86,-4.91
601607.SH,上海医药,医药商业,医药生物,医药商业,上海,17.07,-0.35,-3.78,0.83,632.96,2835.8,304.16,10.73,57.25,2.46,1994-03-24,2.75,-18.57,-7.9
002558.SZ,巨人网络,游戏Ⅱ,传媒,游戏Ⅱ,重庆,33.25,-0.45,-23.19,3.52,632.08,50.47,45.95,91.03,17.55,35.03,2011-03-02,147.98,128.79,-40.64
003031.SZ,中瓷电子,通信设备,通信,通信设备,河北,140.07,5.55,91.46,9.86,631.72,28.78,10.7,37.18,5.63,22.21,2021-01-04,124.61,175.18,82.55
688629.SH,华丰科技,军工电子Ⅱ,国防军工,军工电子Ⅱ,四川,136.54,-3.87,36.46,5.80,629.45,25.28,7.95,31.44,3.59,13.88,2023-06-27,513.77,304.44,27.47
300803.SZ,指南针,软件开发,计算机,软件开发,北京,103.11,-0.86,-21.16,7.38,628.97,21.46,13.46,87.44,2.28,14.65,2019-11-18,123.6,48.05,-32.82
600803.SH,新奥股份,燃气Ⅱ,公用事业,燃气Ⅱ,河北,20.28,1.35,-2.31,-4.47,627.87,1315.07,182.96,13.92,46.81,7.6,1994-01-03,34.21,-0.1,-3.92
002920.SZ,德赛西威,软件开发,计算机,软件开发,广东,105.05,0.27,-11.76,1.61,627.15,325.57,62.08,19.07,24.54,7.6,2017-12-26,-15.86,-2.26,-18.4
601618.SH,中国中冶,专业工程,建筑装饰,专业工程,北京,2.97,0.0,0.00,1.37,615.5,4553.8,459.35,10.09,13.22,0.55,2009-09-21,-4.13,-8.83,-4.71
600377.SH,宁沪高速,路桥,路桥,,江苏,12.2,0.41,0.74,0.16,614.64,202.89,61.01,30.07,45.94,23.76,,36.25,-11.62,7.66
002653.SZ,海思科,化学制药,医药生物,化学制药,西藏,54.76,-5.03,6.70,-4.06,613.31,43.88,31.23,71.16,2.6,5.92,2012-01-17,115.91,56.84,-5.12
603459.SH,红板科技,元件,电子,元件,江西,81.05,10.0,357.91,28.67,611.12,36.77,9.69,26.36,5.4,14.68,2026-04-08,,,
300054.SZ,鼎龙股份,电子化学品Ⅱ,电子,电子化学品Ⅱ,湖北,64.19,-6.7,70.72,8.43,608.52,36.6,18.61,50.85,7.2,21.74,2010-02-11,183.46,160.67,68.51
688027.SH,国盾量子,通信设备,通信,通信设备,安徽,590.6,-0.89,17.23,6.82,608.32,3.1,1.6,51.44,0.05,1.75,2020-07-09,335.88,100.04,3.94
300316.SZ,晶盛机电,光伏设备,电力设备,光伏设备,浙江,45.98,-0.28,25.12,14.15,602.34,113.57,32.8,28.88,8.85,7.56,2012-05-11,14.92,60.16,29.31
601212.SH,白银有色,工业金属,有色金属,工业金属,甘肃,8.11,1.0,38.63,8.71,600.55,854.58,55.97,6.55,,0.1,2017-02-15,131.48,131.22,2.11
002236.SZ,大华股份,计算机设备,计算机,计算机设备,浙江,18.17,-1.03,-4.07,0.33,597.25,327.44,133.01,40.62,38.58,11.86,2008-05-20,2.61,17.06,-10.71
000703.SZ,恒逸石化,炼化及贸易,石油石化,炼化及贸易,广西,15.62,-4.81,45.03,-1.33,596.84,1135.27,51.25,4.51,2.58,0.26,1997-03-28,96.7,116.09,23.94
301511.SZ,德福科技,电池,电力设备,电池,江西,94.6,2.01,164.32,39.75,595.98,124.37,8.85,7.12,1.13,1.97,2023-08-17,686.93,957.86,251.85
600027.SH,华电国际,电力,公用事业,电力,山东,5.13,0.59,3.43,3.01,595.7,1260.13,144.11,11.44,60.7,6.52,2005-02-03,21.31,14.07,18.16
600726.SH,华电能源,电力,公用事业,电力,黑龙江,7.51,-1.31,214.23,6.98,593.82,166.58,28.64,17.19,2.0,4.78,1996-07-01,331.82,324.11,297.49
601901.SH,方正证券,证券Ⅱ,非银金融,证券Ⅱ,湖南,7.21,-0.28,-7.45,1.98,593.53,105.04,,,39.7,37.24,2011-08-10,-11.46,-12.95,-13.61
688385.SH,复旦微电,半导体,电子,半导体,上海,71.68,-2.26,-2.74,1.75,590.64,39.82,22.37,56.19,2.32,5.06,2021-08-04,58.93,60.9,-28.33
000831.SZ,中国稀土,小金属,有色金属,小金属,江西,55.25,-0.61,18.97,12.48,586.2,31.82,5.3,16.65,1.73,5.73,1998-09-11,76.74,79.66,2.22
000559.SZ,万向钱潮,汽车零部件,汽车,汽车零部件,浙江,17.68,2.79,2.79,12.18,586.09,133.91,23.77,17.75,10.36,7.8,1994-01-10,224.09,169.59,-10.4
688469.SH,芯联集成-U,半导体,电子,半导体,浙江,6.96,-0.14,4.04,2.65,583.46,81.8,4.51,5.51,,,2023-05-10,,,
000963.SZ,华东医药,化学制药,医药生物,化学制药,浙江,33.26,-0.12,-15.69,-1.45,583.38,436.12,141.13,32.36,34.14,7.82,2000-01-27,-24.97,-9.92,-26.73
601298.SH,青岛港,航运港口,交通运输,航运港口,山东,8.97,0.11,7.55,-1.32,582.24,188.06,68.95,36.66,52.72,30.43,2019-01-21,69.28,8.52,12.05
600895.SH,张江高科,房地产开发,房地产,房地产开发,上海,37.51,-1.26,-14.56,6.32,581.03,41.82,20.34,48.65,9.86,23.34,1996-04-22,80.28,33.62,-23.37
600741.SH,华域汽车,汽车零部件,汽车,汽车零部件,上海,18.32,-0.43,-8.40,-7.01,577.63,1839.99,226.38,12.3,72.07,4.47,1996-08-26,16.54,3.66,-15.77
002429.SZ,兆驰股份,黑色家电,家用电器,黑色家电,深圳,12.69,5.05,71.02,11.81,574.48,178.07,32.23,18.1,13.03,8.24,2010-06-10,114.41,103.33,52.03
002850.SZ,科达利,电池,电力设备,电池,深圳,206.0,1.47,30.50,7.71,568.56,152.13,36.08,23.72,17.64,11.51,2017-03-02,131.69,95.48,10.66
000596.SZ,古井贡酒,白酒Ⅱ,食品饮料,白酒Ⅱ,安徽,106.36,-1.72,-19.18,-0.23,562.64,188.32,149.25,79.26,35.49,19.33,1996-09-27,-55.42,-41.9,-29.34
002428.SZ,云南锗业,小金属,有色金属,小金属,云南,86.07,7.32,171.09,23.52,562.04,10.66,2.25,21.12,0.2,2.33,2010-06-08,563.92,347.93,165.22
001872.SZ,招商港口,航运港口,交通运输,航运港口,深圳,22.61,1.07,16.97,2.87,561.18,172.46,75.9,44.01,46.11,51.64,1993-05-05,53.4,15.88,15.13
300782.SZ,卓胜微,半导体,电子,半导体,江苏,103.8,-2.59,27.39,-0.85,555.33,37.26,9.57,25.67,,,2019-06-18,-24.36,18.51,24.09
300661.SZ,圣邦股份,半导体,电子,半导体,北京,88.4,-1.5,29.16,0.28,548.96,38.98,19.86,50.94,5.47,13.71,2017-06-06,60.35,78.43,50.79
601059.SH,信达证券,证券Ⅱ,非银金融,证券Ⅱ,北京,16.91,-0.53,-4.52,0.65,548.39,40.44,,,18.94,48.25,2023-02-01,-2.02,20.6,-3.77
601456.SH,国联民生,证券Ⅱ,非银金融,证券Ⅱ,江苏,9.63,-0.1,-5.31,1.69,547.08,76.73,,,20.09,26.46,2020-07-31,-15.3,-27.62,-9.86
002064.SZ,华峰化学,化学纤维,基础化工,化学纤维,浙江,11.01,-0.63,0.09,-5.57,546.43,241.98,31.92,13.19,18.58,7.73,2006-08-23,59.15,32.42,-7.63
688585.SH,上纬新材,塑料,基础化工,塑料,上海,135.41,4.68,6.31,19.29,545.7,17.97,2.44,13.6,0.41,2.28,2020-09-28,1908.6,2556.63,36.13
688809.SH,强一股份,半导体,电子,半导体,江苏,419.06,-5.74,63.19,0.66,544.78,10.12,6.58,65.03,3.95,39.02,2025-12-30,,,
002436.SZ,兴森科技,元件,电子,元件,深圳,32.01,-1.26,51.20,14.81,544.17,71.95,14.08,19.57,1.35,,2010-06-18,164.34,266.07,73.65
603392.SH,万泰生物,生物制品,医药生物,生物制品,北京,42.79,5.21,-4.78,8.91,540.87,18.19,8.97,49.32,,,2020-04-29,-52.71,-45.94,-20.79
688568.SH,中科星图,IT服务Ⅱ,计算机,IT服务Ⅱ,北京,66.8,7.93,13.22,22.77,539.74,26.77,12.23,45.69,0.29,4.17,2020-07-08,117.53,45.92,-21.33
000688.SZ,国城矿业,工业金属,有色金属,工业金属,四川,45.5,-5.27,64.44,-0.83,539.17,48.06,19.34,40.24,10.76,31.93,1997-01-20,284.56,248.8,36.87
688009.SH,中国通号,轨交设备Ⅱ,机械设备,轨交设备Ⅱ,北京,5.08,0.0,-7.13,-2.87,537.97,346.77,99.8,28.88,36.86,12.29,2019-07-22,20.99,-16.24,-11.07
002422.SZ,科伦药业,化学制药,医药生物,化学制药,四川,33.64,-1.15,14.62,3.19,537.57,185.13,88.58,47.85,17.02,10.14,2010-06-03,33.31,27.56,21.87
600350.SH,山东高速,铁路公路,交通运输,铁路公路,山东,11.11,1.55,13.95,0.36,537.17,239.25,78.94,32.99,32.06,16.78,2002-03-18,83.57,22.32,20.41
601126.SH,四方股份,电网设备,电力设备,电网设备,北京,64.2,5.94,113.43,22.96,534.79,81.93,24.76,30.22,8.29,10.12,2010-12-31,523.23,392.9,155.44
603308.SH,应流股份,通用设备,机械设备,通用设备,安徽,78.76,-2.05,88.65,2.99,534.78,29.19,10.45,35.8,3.49,10.72,2014-01-22,360.84,385.49,46.87
002294.SZ,信立泰,化学制药,医药生物,化学制药,深圳,47.9,-5.62,-3.33,-9.78,534.09,43.53,32.54,74.76,6.52,15.0,2009-09-10,5.53,12.14,-34.19
300454.SZ,深信服,软件开发,计算机,软件开发,深圳,123.52,-0.89,7.26,7.72,533.61,80.43,47.7,59.31,3.93,4.88,2018-05-16,68.8,112.64,-2.7
603260.SH,合盛硅业,化学制品,基础化工,化学制品,浙江,45.03,-0.84,-14.55,3.49,532.25,204.99,14.94,7.29,,,2017-10-30,-25.2,-30.5,-29.7
688295.SH,中复神鹰,化学纤维,基础化工,化学纤维,江苏,59.07,-3.21,80.04,1.88,531.63,21.94,3.83,17.46,0.96,4.38,2022-04-06,55.44,147.94,44.2
301396.SZ,宏景科技,IT服务Ⅱ,计算机,IT服务Ⅱ,广东,345.0,-3.36,420.36,2.68,531.3,11.82,2.51,21.26,0.26,2.27,2022-11-11,931.47,1102.17,254.06
002487.SZ,大金重工,风电设备,电力设备,风电设备,辽宁,82.98,-2.22,60.06,-4.35,529.41,61.74,19.25,31.18,11.03,17.87,2010-10-15,187.06,275.06,36.87
688472.SH,阿特斯,光伏设备,电力设备,光伏设备,江苏,14.5,0.49,-2.75,5.45,528.24,402.56,41.73,10.37,10.16,2.6,2023-06-09,4.5,6.57,-15.32
688234.SH,天岳先进,半导体,电子,半导体,山东,108.66,-2.21,22.25,3.86,527.0,14.65,1.91,13.05,,,2022-01-12,,,
002240.SZ,盛新锂能,能源金属,有色金属,能源金属,四川,57.52,-3.49,67.06,12.72,526.31,50.64,9.29,18.35,,,2008-05-23,98.07,225.84,19.56
000967.SZ,盈峰环境,环保设备Ⅱ,环保,环保设备Ⅱ,浙江,16.3,-0.73,122.07,14.95,525.02,138.44,30.29,21.88,5.5,3.94,2000-03-30,127.77,124.57,42.08
600570.SH,恒生电子,软件开发,计算机,软件开发,浙江,27.66,0.73,-8.26,5.81,523.88,57.83,41.1,71.06,12.31,22.24,2003-12-16,-11.81,-6.34,-19.81
601377.SH,兴业证券,证券Ⅱ,非银金融,证券Ⅱ,福建,6.06,-0.66,-18.33,2.54,523.34,118.41,,,28.7,31.36,2010-10-13,4.34,-0.86,-22.65
600601.SH,方正科技,元件,电子,元件,上海,12.12,0.5,3.41,4.48,518.01,49.39,12.42,25.14,4.72,9.56,1990-12-19,330.1,195.25,1.14
601233.SH,桐昆股份,炼化及贸易,石油石化,炼化及贸易,浙江,21.77,-2.46,26.50,3.86,517.91,938.91,51.76,5.51,20.33,2.19,2011-05-18,33.46,70.25,17.85
002195.SZ,岩山科技,IT服务Ⅱ,计算机,IT服务Ⅱ,上海,9.1,-0.44,28.35,3.64,516.06,6.53,1.88,28.71,0.92,,2007-12-12,157.0,96.68,-1.15
603156.SH,养元饮品,饮料乳品,食品饮料,饮料乳品,河北,40.78,-1.71,41.84,19.17,513.83,53.36,22.85,42.83,12.6,23.61,2018-02-12,138.08,100.72,49.64
301696.SZ,三瑞智能,电机Ⅱ,电力设备,电机Ⅱ,江西,128.22,13.12,419.53,37.92,512.88,10.75,6.45,60.0,4.21,39.37,2026-04-10,,,
601777.SH,千里科技,摩托车及其他,汽车,摩托车及其他,重庆,11.3,-0.18,6.30,1.35,510.87,99.99,10.16,10.16,0.84,,2010-11-25,208.81,57.76,2.55
002222.SZ,福晶科技,光学光电子,电子,光学光电子,福建,108.24,10.0,92.12,26.45,508.73,11.58,5.93,51.18,2.79,27.29,2008-03-19,246.83,190.98,59.32
002203.SZ,海亮股份,工业金属,有色金属,工业金属,浙江,22.11,5.84,74.64,27.66,506.76,833.1,30.59,3.68,9.43,1.19,2008-01-16,87.11,90.3,56.6
601117.SH,中国化学,专业工程,建筑装饰,专业工程,北京,8.29,-2.24,11.57,-3.60,506.27,1901.25,202.98,10.71,64.36,3.73,2010-01-07,32.97,3.65,5.23
600497.SH,驰宏锌锗,工业金属,有色金属,工业金属,云南,10.01,3.52,36.94,14.66,504.5,240.59,38.07,15.82,10.35,4.22,2004-04-20,99.53,78.71,27.99
600021.SH,上海电力,电力,公用事业,电力,上海,17.88,-0.39,-10.69,5.18,504.39,418.58,107.81,25.75,27.67,12.64,2003-10-29,155.46,137.49,2.49
600871.SH,石化油服,油服工程,石油石化,油服工程,北京,2.66,3.1,23.15,-0.37,504.26,807.12,65.53,8.12,6.59,0.82,1995-04-11,29.35,19.6,8.68
002273.SZ,水晶光电,光学光电子,电子,光学光电子,浙江,36.17,3.17,43.99,14.35,503.12,69.28,21.68,31.29,11.72,16.89,2008-09-19,187.46,71.48,43.25
301269.SZ,华大九天,软件开发,计算机,软件开发,北京,92.2,-0.36,-13.29,11.62,502.49,13.25,11.83,89.25,0.61,4.6,2022-07-29,1.15,-4.9,-3.19
600885.SH,宏发股份,电网设备,电力设备,电网设备,湖北,32.43,-2.38,6.68,13.83,502.02,172.02,59.04,34.32,17.58,13.6,1996-02-05,92.61,65.92,14.46
300759.SZ,康龙化成,医疗服务,医药生物,医疗服务,北京,27.21,-3.06,-4.29,-12.00,499.85,140.95,49.1,34.83,16.64,11.03,2019-01-28,-11.95,-1.72,-18.47
603806.SH,福斯特,光伏设备,电力设备,光伏设备,浙江,19.1,0.9,36.82,2.74,498.32,154.91,16.97,10.96,7.7,4.8,2014-09-05,7.67,24.48,26.19
000878.SZ,云南铜业,工业金属,有色金属,工业金属,云南,20.5,1.84,-0.05,7.72,497.12,1795.42,56.79,3.16,13.01,1.04,1998-06-02,76.35,55.52,-10.99
300037.SZ,新宙邦,电池,电力设备,电池,深圳,66.0,-5.04,27.16,-0.77,496.32,96.39,23.4,24.28,10.97,11.4,2010-01-08,58.15,102.88,33.43
300115.SZ,长盈精密,消费电子,电子,消费电子,深圳,36.36,4.18,-21.81,15.25,494.86,188.19,35.67,18.95,5.98,3.56,2010-09-02,153.05,109.44,-26.18
002555.SZ,三七互娱,游戏Ⅱ,传媒,游戏Ⅱ,安徽,22.35,0.68,-5.30,3.42,494.38,159.66,121.11,75.86,29.0,18.16,2011-03-02,19.2,46.07,-21.95
300207.SZ,欣旺达,电池,电力设备,电池,深圳,26.73,-1.69,2.22,1.06,493.7,632.46,88.17,13.94,10.57,,2011-04-21,61.41,7.74,-12.0
600460.SH,士兰微,半导体,电子,半导体,浙江,29.49,-0.54,3.80,3.69,490.71,130.52,24.58,18.83,3.99,1.06,2003-03-11,47.15,33.01,14.21
603699.SH,纽威股份,通用设备,机械设备,通用设备,江苏,63.23,-4.64,21.67,8.09,490.03,77.68,30.51,39.28,16.01,20.86,2014-01-17,385.62,187.14,8.67
001267.SZ,汇绿生态,基础建设,建筑装饰,基础建设,湖北,62.38,10.0,184.84,20.45,489.68,15.72,2.89,18.41,0.88,9.61,2021-11-17,942.05,599.1,136.37
301656.SZ,联合动力,汽车零部件,汽车,汽车零部件,江苏,20.36,0.44,-23.00,5.27,489.66,206.97,33.58,16.23,11.33,5.48,2025-09-25,,,
000893.SZ,亚钾国际,农化制品,基础化工,农化制品,广东,52.99,-2.93,10.46,0.13,489.63,53.25,31.19,58.57,16.73,31.34,1998-12-24,85.5,135.6,-8.25
000973.SZ,佛塑科技,塑料,基础化工,塑料,广东,19.88,-4.83,35.24,2.74,488.65,22.31,4.49,20.15,1.08,4.58,2000-05-25,196.3,154.01,-0.67
000021.SZ,深科技,消费电子,电子,消费电子,深圳,31.02,-1.65,22.71,8.46,487.63,157.47,28.86,18.32,11.36,9.19,1994-02-02,135.18,102.84,38.25
688303.SH,大全能源,光伏设备,电力设备,光伏设备,新疆,22.69,-1.22,-15.40,1.89,486.7,48.39,,,,,2021-07-22,-31.99,-18.78,-28.93
001257.SZ,盛龙股份,小金属,有色金属,小金属,河南,26.5,1.88,238.87,21.84,486.54,35.03,16.89,48.21,8.84,25.12,2026-03-31,,,
600331.SH,宏达股份,农化制品,基础化工,农化制品,四川,18.28,5.66,42.92,5.79,482.96,37.93,1.52,4.01,,,2001-12-20,174.42,94.77,7.27
688017.SH,绿的谐波,自动化设备,机械设备,自动化设备,江苏,262.99,14.11,36.90,26.65,481.27,5.71,2.11,36.91,1.24,22.05,2020-08-28,96.69,166.27,50.37
688195.SH,腾景科技,光学光电子,电子,光学光电子,福建,372.5,2.91,119.70,14.62,480.53,5.86,2.18,37.22,0.71,12.73,2021-03-26,805.18,678.99,76.78
002131.SZ,利欧股份,通用设备,机械设备,通用设备,浙江,7.08,0.14,25.53,7.60,479.46,200.5,17.57,8.76,0.34,,2007-04-27,180.07,100.13,-1.15
000002.SZ,万 科Ａ,全国地产,全国地产,,深圳,4.0,0.5,-13.98,6.67,477.24,2334.33,220.85,9.46,,,,-65.81,-51.2,-26.95
300748.SZ,金力永磁,金属新材料,有色金属,金属新材料,江西,34.66,-0.23,1.61,11.88,476.92,77.18,16.34,21.18,7.06,9.42,2018-09-21,57.05,83.14,-10.76
002155.SZ,湖南黄金,贵金属,有色金属,贵金属,湖南,30.51,0.36,44.67,9.04,476.87,501.81,30.84,6.15,14.88,3.01,2007-08-16,191.96,100.81,12.34
600143.SH,金发科技,塑料,基础化工,塑料,广东,18.07,1.92,-7.52,8.79,476.14,653.96,87.16,13.33,11.5,1.24,2004-06-23,121.01,106.51,-11.32
600918.SH,中泰证券,证券Ⅱ,非银金融,证券Ⅱ,山东,6.01,-0.33,-7.54,0.84,475.87,113.93,,,14.35,14.68,2020-06-03,-18.09,-12.63,-16.79
600995.SH,南网储能,电力,公用事业,电力,云南,14.87,-2.24,18.30,4.94,475.25,73.77,37.49,50.82,16.89,28.17,2004-06-15,71.82,69.96,30.06
688099.SH,晶晨股份,半导体,电子,半导体,上海,112.7,1.62,29.20,17.36,474.47,67.93,25.79,37.97,8.73,12.81,2019-08-08,63.96,56.26,10.81
300628.SZ,亿联网络,通信设备,通信,通信设备,福建,37.42,0.81,4.96,1.68,474.11,60.33,38.2,63.32,26.01,43.11,2017-03-17,57.56,10.9,9.78
002340.SZ,格林美,电池,电力设备,电池,深圳,9.25,1.31,10.65,3.58,472.03,371.24,54.6,14.71,15.8,4.64,2010-01-22,45.71,23.21,-8.3
