ts_code,name,industry,industry_l1,industry_l2,area,close,pct_chg,pe,pb,total_mv,revenue,gross_profit,gpr,net_profit,npm,list_date,ytd_2024,ytd_2025,ytd_2026
301035.SZ,润丰股份,农化制品,基础化工,农化制品,山东,79.23,-3.38,16.50,-8.59,222.64,146.88,33.49,22.8,10.45,8.01,2021-07-28,5.58,56.51,2.46
002262.SZ,恩华药业,化学制药,医药生物,化学制药,江苏,21.89,-0.77,-9.28,-2.45,222.4,59.11,42.64,72.13,10.57,17.85,2008-07-23,-21.65,-9.54,-13.92
000009.SZ,中国宝安,电池,电力设备,电池,深圳,8.62,0.12,-12.49,-2.27,222.31,230.36,59.48,25.82,2.03,5.86,1991-06-25,-33.28,-12.63,-23.12
000032.SZ,深桑达Ａ,专业工程,建筑装饰,专业工程,深圳,18.29,0.38,-5.48,2.35,222.22,491.7,47.73,9.71,,0.26,1993-10-28,-18.73,-0.96,-19.64
002929.SZ,润建股份,通信服务,通信,通信服务,广西,78.23,10.0,96.51,42.29,222.17,103.49,12.66,12.23,0.38,,2018-03-01,75.71,124.59,73.77
603950.SH,长源东谷,汽车零部件,汽车,汽车零部件,湖北,68.5,7.37,136.61,19.42,221.94,22.55,6.09,26.99,3.89,17.25,2020-05-26,347.19,307.62,135.24
601519.SH,大智慧,软件开发,计算机,软件开发,上海,11.14,1.46,-13.44,9.86,221.57,8.27,5.29,63.97,,,2011-01-28,38.1,15.14,-25.24
000029.SZ,深深房Ａ,房地产开发,房地产,房地产开发,深圳,21.89,2.34,-0.59,7.57,221.53,14.83,4.13,27.86,1.0,6.71,1993-09-15,107.73,61.58,7.7
600004.SH,白云机场,航空机场,交通运输,航空机场,广东,8.59,0.35,-9.20,-3.91,221.36,79.55,20.14,25.32,14.68,19.03,2003-04-28,-12.52,-9.71,-12.26
688582.SH,芯动联科,半导体,电子,半导体,安徽,55.05,0.0,-16.54,7.89,221.3,5.24,4.49,85.77,3.03,57.93,2023-06-30,27.47,4.03,-29.18
300769.SZ,德方纳米,电池,电力设备,电池,深圳,78.96,-2.22,79.41,48.70,221.09,87.16,1.13,1.3,,,2019-04-15,21.02,99.02,56.4
000592.SZ,平潭发展,农林牧渔,农林牧渔,农林牧渔,福建,11.44,0.88,-25.71,4.76,221.02,13.2,0.91,6.9,,,1996-03-27,289.11,234.45,-34.34
688150.SH,莱特光电,电子化学品Ⅱ,电子,电子化学品Ⅱ,陕西,54.98,1.38,103.40,7.80,221.02,5.52,4.03,73.01,2.19,39.68,2022-03-18,128.68,136.47,83.58
002270.SZ,华明装备,电网设备,电力设备,电网设备,山东,24.64,0.53,-0.77,-2.76,220.77,24.27,13.22,54.49,7.1,29.65,2008-09-05,77.21,44.36,-12.39
600151.SH,航天机电,光伏设备,电力设备,光伏设备,上海,15.39,1.79,-12.31,12.34,220.69,36.05,3.37,9.36,,,1998-06-05,103.87,76.97,-29.16
600606.SH,绿地控股,房地产开发,房地产,房地产开发,上海,1.57,3.29,-5.42,17.16,220.65,1805.07,74.99,4.16,,,1992-03-27,-38.33,-32.69,-16.67
603000.SH,人民网,数字媒体,传媒,数字媒体,北京,19.95,-0.3,4.72,3.15,220.65,20.75,10.26,49.42,2.13,11.34,2012-04-27,-34.48,-15.42,-8.1
000537.SZ,绿发电力,电力,公用事业,电力,天津,10.72,-1.11,30.57,4.08,220.4,48.93,23.05,47.1,8.01,24.94,1993-12-10,16.89,25.79,31.01
001287.SZ,中电港,其他电子Ⅱ,电子,其他电子Ⅱ,深圳,29.0,-0.28,27.98,12.40,220.4,655.25,21.23,3.24,2.84,0.43,2023-04-10,27.63,36.3,12.75
300166.SZ,东方国信,IT服务Ⅱ,计算机,IT服务Ⅱ,北京,19.35,1.68,89.33,25.57,220.4,26.07,6.64,25.48,,,2011-01-25,84.26,88.98,62.86
600114.SH,东睦股份,通用设备,机械设备,通用设备,浙江,34.91,0.0,14.27,7.09,220.28,60.37,15.21,25.19,5.36,11.29,2004-05-11,139.86,134.29,16.48
688114.SH,华大智造,医疗器械,医药生物,医疗器械,深圳,52.7,0.08,-13.27,-0.15,219.76,27.8,14.71,52.92,,,2022-09-09,-43.88,6.94,-23.52
601918.SH,新集能源,煤炭开采,煤炭,煤炭开采,安徽,8.47,0.12,29.12,-2.64,219.46,122.8,49.15,40.02,21.36,18.7,2007-12-19,113.64,68.86,71.17
002326.SZ,永太科技,化学制品,基础化工,化学制品,浙江,23.7,-3.34,-4.90,-3.27,219.22,52.14,9.3,17.83,,,2009-12-22,86.2,144.78,-18.25
000997.SZ,新 大 陆,计算机设备,计算机,计算机设备,福建,21.64,4.59,-23.59,9.35,219.21,87.58,28.17,33.54,10.11,13.47,2000-08-07,10.52,10.52,-25.22
688281.SH,华秦科技,航空装备Ⅱ,国防军工,航空装备Ⅱ,陕西,80.15,2.22,8.69,8.97,218.81,12.44,5.4,43.39,3.07,19.74,2022-03-07,8.03,21.55,3.63
002565.SZ,顺灏股份,包装印刷,轻工制造,包装印刷,上海,20.64,3.93,12.60,9.50,218.78,11.88,3.2,26.95,0.59,5.84,2011-03-18,444.0,515.9,3.67
300409.SZ,道氏技术,电池,电力设备,电池,广东,27.96,-0.85,24.32,5.95,218.65,81.56,18.44,22.61,5.07,6.89,2014-12-03,136.29,93.54,-8.34
600007.SH,中国国贸,房地产开发,房地产,房地产开发,北京,21.7,0.46,9.49,0.74,218.52,37.7,21.76,57.72,12.02,31.91,1999-03-12,30.9,-5.89,9.86
300602.SZ,飞荣达,消费电子,电子,消费电子,深圳,37.5,-1.42,13.09,5.01,218.25,65.27,12.71,19.47,3.65,5.51,2017-01-26,158.83,143.27,34.36
603236.SH,移远通信,通信设备,通信,通信设备,上海,75.72,1.79,-20.64,2.09,218.07,243.26,42.36,17.41,8.37,3.4,2019-07-16,46.25,10.97,-25.09
600339.SH,中油工程,油服工程,石油石化,油服工程,新疆,3.9,1.04,16.42,-2.50,217.74,996.51,73.03,7.33,3.56,0.37,2000-12-25,18.88,3.47,5.39
000935.SZ,四川双马,多元金融,非银金融,多元金融,四川,28.5,0.35,14.73,1.46,217.45,12.06,4.61,38.22,2.98,24.82,1999-08-24,62.51,106.43,13.52
601997.SH,贵阳银行,城商行Ⅱ,银行,城商行Ⅱ,贵州,5.94,-0.17,1.19,-1.00,217.17,129.99,,,52.49,41.08,2016-08-16,32.38,8.68,1.69
300260.SZ,新莱应材,通用设备,机械设备,通用设备,江苏,53.12,-2.99,-6.63,5.63,216.73,29.98,7.45,24.84,1.75,5.8,2011-09-06,88.5,115.19,-6.63
300558.SZ,贝达药业,化学制药,医药生物,化学制药,浙江,51.44,-2.87,10.17,3.88,216.56,36.09,28.71,79.53,3.05,7.93,2016-11-07,0.77,-2.98,4.74
600363.SH,联创光电,消费电子,电子,消费电子,江西,47.99,0.97,-23.90,-7.21,216.43,33.42,6.97,20.86,4.8,16.51,2001-03-29,28.92,-5.32,-33.22
000898.SZ,鞍钢股份,普钢,钢铁,普钢,辽宁,2.31,0.0,-8.70,1.32,216.42,960.52,,,,,1997-12-25,-16.4,-10.3,-17.72
601677.SH,明泰铝业,工业金属,有色金属,工业金属,河南,17.36,-1.25,17.38,-0.80,215.96,351.35,24.86,7.08,19.6,5.59,2011-09-19,74.46,64.67,27.13
300209.SZ,行云科技,软件开发,计算机,软件开发,湖南,23.24,2.74,326.42,63.78,215.9,1.45,0.22,15.09,,,2011-04-26,1147.06,400.0,379.2
600927.SH,永安期货,多元金融,非银金融,多元金融,浙江,14.82,0.27,-7.78,2.56,215.78,18.51,,,6.52,35.22,2021-12-23,-10.36,10.13,-13.05
300323.SZ,华灿光电,光学光电子,电子,光学光电子,湖北,13.28,4.16,66.42,23.08,215.53,54.08,3.35,6.19,,,2012-06-01,110.22,64.76,85.54
688708.SH,佳驰科技,航空装备Ⅱ,国防军工,航空装备Ⅱ,四川,53.8,1.15,-13.57,7.13,215.2,11.07,7.38,66.68,4.4,39.72,2024-12-05,-25.81,-14.71,-20.54
600131.SH,国网信通,IT服务Ⅱ,计算机,IT服务Ⅱ,四川,17.96,0.45,11.62,6.84,215.16,106.28,18.24,17.16,6.57,6.34,1998-04-02,20.34,-3.5,7.44
001301.SZ,尚太科技,电池,电力设备,电池,河北,82.25,-0.5,-4.15,2.58,214.67,79.43,16.85,21.21,9.46,11.91,2022-12-28,169.79,45.51,3.51
600511.SH,国药股份,医药商业,医药生物,医药商业,北京,28.43,-0.52,-1.11,-1.15,214.65,524.68,34.6,6.59,19.97,3.98,2002-11-27,0.2,-14.28,-5.75
300679.SZ,电连技术,消费电子,电子,消费电子,深圳,50.5,-0.02,3.74,9.97,214.62,54.07,16.19,29.95,2.7,5.35,2017-07-31,35.14,-1.97,8.56
601158.SH,重庆水务,环境治理,环保,环境治理,重庆,4.46,-0.45,-0.22,1.83,214.08,75.24,21.63,28.74,8.09,10.84,2010-03-29,-20.72,-5.51,-3.13
002895.SZ,川恒股份,农化制品,基础化工,农化制品,贵州,35.3,-1.62,-3.71,-5.26,213.92,83.28,25.2,30.26,12.6,16.03,2017-08-25,117.07,58.32,-8.94
002947.SZ,恒铭达,消费电子,电子,消费电子,江苏,83.44,-2.52,61.90,9.22,213.61,28.58,9.14,31.98,5.32,18.67,2019-02-01,189.12,179.94,70.53
300142.SZ,沃森生物,生物制品,医药生物,生物制品,云南,13.35,1.52,22.70,3.89,213.47,24.18,18.03,74.56,1.78,5.18,2010-11-12,-45.49,7.9,11.15
300118.SZ,东方日升,光伏设备,电力设备,光伏设备,浙江,18.7,1.69,27.56,23.35,213.18,125.84,0.56,0.44,,,2010-09-02,-2.12,45.52,15.63
002181.SZ,粤 传 媒,出版,传媒,出版,广东,18.35,-1.98,112.88,27.25,213.04,5.94,1.73,29.06,0.92,15.69,2007-11-16,255.39,182.7,78.21
300773.SZ,拉卡拉,多元金融,非银金融,多元金融,北京,27.4,-1.01,-3.79,5.38,212.9,55.49,14.05,25.33,11.71,21.24,2019-04-25,75.51,53.88,-2.77
688561.SH,奇安信-U,软件开发,计算机,软件开发,北京,31.18,1.4,-12.37,4.35,212.65,43.92,22.1,50.32,,,2020-07-22,,,
920982.BJ,锦波生物,--,--,--,山西,184.9,0.1,-20.88,2.00,212.63,15.95,14.23,89.21,6.52,40.47,2023-07-20,,,
000833.SZ,粤桂股份,综合Ⅱ,综合,综合Ⅱ,广西,26.51,-2.32,36.23,-3.49,212.61,30.59,10.86,35.49,4.8,15.45,1998-11-11,389.88,117.28,23.81
300827.SZ,上能电气,光伏设备,电力设备,光伏设备,江苏,38.16,-1.04,11.51,5.36,212.55,56.3,13.29,23.6,4.63,8.19,2020-04-10,71.9,19.87,2.3
300726.SZ,宏达电子,军工电子Ⅱ,国防军工,军工电子Ⅱ,湖南,51.55,-0.31,1.26,4.33,212.39,18.87,11.02,58.41,4.01,25.71,2017-11-21,103.73,106.24,17.04
002342.SZ,巨力索具,通用设备,机械设备,通用设备,河北,22.11,-0.05,140.33,19.64,212.26,25.7,4.74,18.42,0.17,0.68,2010-01-26,367.14,537.5,135.29
300747.SZ,锐科激光,自动化设备,机械设备,自动化设备,湖北,37.67,0.67,39.53,10.63,211.71,34.67,7.06,20.37,1.62,4.91,2018-06-25,68.68,114.48,29.77
688531.SH,日联科技,专用设备,机械设备,专用设备,江苏,127.47,-0.41,93.05,52.20,211.6,10.78,4.77,44.28,1.76,16.12,2023-03-31,260.56,435.12,155.31
300638.SZ,广和通,通信设备,通信,通信设备,深圳,23.51,0.43,-20.68,4.26,211.35,69.88,11.45,16.39,3.47,4.95,2017-04-13,18.46,13.14,-29.95
688652.SH,京仪装备,半导体,电子,半导体,北京,125.8,0.8,27.96,10.08,211.34,14.26,4.65,32.64,1.48,10.37,2023-11-29,124.67,173.67,26.62
603233.SH,大参林,医药商业,医药生物,医药商业,广东,18.55,0.32,5.28,-1.07,211.28,275.02,94.38,34.32,12.35,4.94,2017-07-31,-28.29,24.45,-1.97
002859.SZ,洁美科技,其他电子Ⅱ,电子,其他电子Ⅱ,浙江,48.98,-2.59,77.46,0.27,211.1,21.0,7.02,33.41,2.2,9.69,2017-04-07,217.11,279.37,157.9
300503.SZ,昊志机电,通用设备,机械设备,通用设备,广东,68.49,2.12,7.49,5.37,210.95,15.95,6.08,38.11,1.19,7.47,2016-03-09,301.01,287.48,19.5
600171.SH,上海贝岭,半导体,电子,半导体,上海,29.74,-0.4,-4.83,4.02,210.86,31.74,8.76,27.61,2.36,7.44,1998-09-24,97.03,-26.15,-15.19
688368.SH,晶丰明源,半导体,电子,半导体,上海,163.25,-1.64,41.43,10.24,210.59,15.7,6.09,38.8,0.36,2.51,2019-10-14,169.56,147.31,64.85
600877.SH,电科芯片,半导体,电子,半导体,重庆,17.76,1.25,1.20,6.60,210.28,10.22,3.43,33.54,0.44,4.26,1995-10-13,19.57,31.18,-4.32
600629.SH,华建集团,工程咨询服务Ⅱ,建筑装饰,工程咨询服务Ⅱ,上海,21.66,-1.59,-0.18,7.76,210.1,69.76,14.28,20.47,0.72,1.1,1993-02-09,316.06,147.58,-6.46
300253.SZ,卫宁健康,软件开发,计算机,软件开发,上海,9.54,2.8,8.16,13.57,209.98,21.06,6.91,32.83,,,2011-08-18,25.8,30.82,-4.43
002531.SZ,天顺风能,风电设备,电力设备,风电设备,江苏,11.68,-0.09,70.26,2.73,209.89,53.88,10.2,18.94,,,2010-12-31,-3.79,47.07,58.93
600906.SH,财达证券,证券Ⅱ,非银金融,证券Ⅱ,河北,6.45,0.31,-3.30,6.79,209.3,27.0,,,7.47,27.68,2021-05-07,-6.42,0.45,-0.3
603005.SH,晶方科技,半导体,电子,半导体,江苏,32.07,-1.05,15.94,2.79,209.1,14.74,6.94,47.1,3.7,25.05,2014-02-10,76.64,44.8,33.65
600623.SH,华谊集团,化学原料,基础化工,化学原料,上海,9.83,-5.66,27.50,-9.07,208.69,464.37,35.15,7.63,5.55,1.21,1992-12-04,46.55,38.54,16.75
002361.SZ,神剑股份,塑料,基础化工,塑料,安徽,21.9,1.39,52.72,9.39,208.27,24.19,3.25,13.44,0.13,,2010-03-03,428.72,282.8,47.81
603613.SH,国联股份,互联网电商,商贸零售,互联网电商,北京,28.88,1.65,3.14,4.15,208.22,509.81,33.05,6.48,13.22,3.12,2019-07-30,22.72,6.15,-2.91
301498.SZ,乖宝宠物,饲料,农林牧渔,饲料,山东,52.05,-5.02,-20.11,-3.97,208.2,67.69,28.76,42.49,6.73,9.96,2023-08-16,26.89,-36.68,-24.85
688765.SH,禾元生物-U,生物制品,医药生物,生物制品,湖北,58.02,3.98,-16.05,8.79,207.71,0.48,0.18,37.09,,,2025-10-28,,,
000591.SZ,太阳能,电力,公用事业,电力,重庆,5.29,0.57,20.86,2.52,207.69,49.57,23.09,46.58,8.23,16.66,1996-02-08,12.59,33.51,33.72
601098.SH,中南传媒,出版,传媒,出版,湖南,11.56,1.05,2.66,3.77,207.62,126.01,55.94,44.39,15.94,13.36,2010-10-28,21.99,-21.03,-2.56
300455.SZ,航天智装,计算机设备,计算机,计算机设备,北京,28.89,2.85,-3.83,15.98,207.43,11.14,0.84,7.52,,,2015-05-15,134.15,122.96,-8.44
688615.SH,合合信息,软件开发,计算机,软件开发,上海,147.47,-0.63,-8.62,20.39,206.46,18.1,15.69,86.7,4.54,25.08,2024-09-26,155.94,48.27,-18.28
688123.SH,聚辰股份,半导体,电子,半导体,上海,130.65,-3.08,4.62,16.76,206.43,12.21,7.0,57.29,3.64,29.14,2019-12-23,121.27,131.75,-5.65
603906.SH,龙蟠科技,电池,电力设备,电池,江苏,30.12,-4.68,50.52,0.43,206.32,89.38,12.76,14.27,,,2017-04-10,128.38,179.52,36.54
603341.SH,龙旗科技,消费电子,电子,消费电子,上海,39.44,5.2,-6.67,7.67,206.27,421.25,36.99,8.78,5.85,1.4,2024-03-01,-25.01,-11.59,-17.85
603638.SH,艾迪精密,工程机械,机械设备,工程机械,山东,24.79,-0.16,30.96,9.21,206.0,31.96,9.35,29.25,3.94,12.7,2017-01-20,46.26,41.83,19.69
600072.SH,中船科技,风电设备,电力设备,风电设备,上海,13.72,1.25,18.07,5.21,205.94,103.51,,,,,1997-06-03,-30.42,-1.21,11.39
688779.SH,五矿新能,电池,电力设备,电池,湖南,10.66,-3.62,42.32,-6.57,205.63,93.4,7.42,7.95,2.28,2.44,2021-08-11,42.32,98.64,31.82
301389.SZ,隆扬电子,消费电子,电子,消费电子,江苏,72.31,-2.27,32.48,15.33,205.36,5.04,2.55,50.65,1.04,22.73,2022-10-31,296.03,345.2,27.08
000937.SZ,冀中能源,煤炭开采,煤炭,煤炭开采,河北,5.81,2.83,7.99,0.69,205.33,151.4,40.99,27.07,6.13,5.18,1999-09-09,-7.08,-2.99,3.57
600612.SH,老凤祥,饰品,纺织服饰,饰品,上海,39.25,-0.36,-11.74,-0.18,205.28,528.23,48.03,9.09,17.55,4.28,1992-08-14,-42.07,-28.48,-15.18
002312.SZ,川发龙蟒,农化制品,基础化工,农化制品,四川,10.87,0.46,-0.55,0.09,205.23,99.56,13.68,13.74,4.14,4.32,2009-12-03,51.33,-24.45,-7.14
001696.SZ,宗申动力,通用设备,机械设备,通用设备,重庆,17.92,0.79,-17.38,4.37,205.18,123.96,16.73,13.59,6.66,5.48,1997-03-06,169.7,-25.04,-22.44
300140.SZ,节能环境,环境治理,环保,环境治理,陕西,6.61,-1.2,-2.36,-0.45,204.84,59.87,21.85,36.49,8.71,14.93,2010-11-12,-13.84,10.93,-12.52
300131.SZ,英唐智控,其他电子Ⅱ,电子,其他电子Ⅱ,深圳,18.02,2.1,22.92,9.61,204.53,55.86,4.22,7.55,0.26,0.44,2010-10-19,186.33,114.83,18.07
603601.SH,再升科技,玻璃玻纤,建筑材料,玻璃玻纤,重庆,17.9,3.35,43.54,17.30,204.42,12.75,2.51,19.66,0.56,4.71,2015-01-22,297.88,415.9,29.87
002739.SZ,儒意电影,影视院线,传媒,影视院线,北京,9.64,-0.21,-14.84,-0.82,203.6,126.47,33.14,26.21,5.14,4.02,2015-01-22,-28.82,-22.17,-17.53
300660.SZ,江苏雷利,电机Ⅱ,电力设备,电机Ⅱ,江苏,45.52,2.75,-16.96,10.67,203.47,41.8,10.55,25.25,2.99,7.57,2017-06-02,120.0,59.18,-18.14
002500.SZ,山西证券,证券Ⅱ,非银金融,证券Ⅱ,山西,5.66,0.0,-5.51,1.62,203.19,33.51,,,9.24,26.53,2010-11-15,7.83,-6.61,-9.52
000739.SZ,普洛药业,化学制药,医药生物,化学制药,浙江,17.52,0.4,9.23,-5.70,202.88,97.84,25.79,26.36,8.91,9.1,1997-05-09,16.52,13.46,3.24
605099.SH,共创草坪,家居用品,轻工制造,家居用品,江苏,50.31,-1.14,40.96,25.71,202.75,32.91,11.26,34.22,6.68,20.29,2020-09-30,158.28,145.7,37.66
603529.SH,爱玛科技,摩托车及其他,汽车,摩托车及其他,天津,23.35,0.69,-21.38,0.34,202.68,250.95,45.9,18.29,20.35,8.26,2021-06-15,-0.59,-43.53,-24.01
301171.SZ,易点天下,广告营销,传媒,广告营销,陕西,42.9,-0.23,37.77,33.23,202.49,38.3,5.49,14.33,1.58,4.05,2022-08-19,174.12,90.54,20.3
600959.SH,江苏有线,电视广播Ⅱ,传媒,电视广播Ⅱ,江苏,4.04,1.0,17.44,5.21,202.04,79.88,17.72,22.18,2.58,3.94,2015-04-28,28.46,20.93,13.22
600113.SH,浙江东日,一般零售,商贸零售,一般零售,浙江,47.94,-2.92,-23.95,7.54,201.83,7.74,2.85,36.9,1.44,17.9,1997-10-21,478.84,244.53,-28.33
000686.SZ,东北证券,证券Ⅱ,非银金融,证券Ⅱ,吉林,8.62,-0.58,-7.51,0.47,201.71,50.69,,,14.51,29.41,1997-02-27,25.74,14.04,-10.2
688363.SH,华熙生物,美容护理,美容护理,美容护理,山东,41.83,0.65,-4.24,-3.26,201.62,41.99,29.53,70.33,2.92,6.93,2019-11-06,-37.02,-19.15,-8.29
002439.SZ,启明星辰,软件开发,计算机,软件开发,北京,16.63,2.84,17.78,7.99,201.39,23.38,13.62,58.27,,,2010-06-23,-37.52,9.18,13.79
688028.SH,沃尔德,通用设备,机械设备,通用设备,北京,133.35,5.0,106.62,17.39,201.36,7.54,3.21,42.59,0.95,12.45,2019-07-22,431.22,474.76,85.1
000598.SZ,兴蓉环境,环境治理,环保,环境治理,四川,6.74,-0.15,-6.00,-1.61,201.12,90.68,40.0,44.11,20.05,22.7,1996-05-29,21.21,-7.66,-8.13
000534.SZ,万泽股份,生物制品,医药生物,生物制品,广东,39.4,-7.99,79.09,1.08,200.94,12.91,9.26,71.75,1.97,13.14,1994-01-10,198.11,203.25,75.69
300913.SZ,兆龙互连,通信设备,通信,通信设备,浙江,58.57,0.9,11.29,10.76,200.9,21.24,4.69,22.09,2.31,10.89,2020-12-07,136.44,14.27,7.0
600057.SH,厦门象屿,物流,交通运输,物流,福建,7.05,1.0,-17.25,-1.40,200.29,4102.91,85.23,2.08,12.93,0.48,1997-06-04,13.93,17.01,-17.52
